Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Transaction_Date,Month,Season,Sales_to_Visibility
FDS26,,Low Fat,0.089035961,Dairy,260.5594,OUT027,1985,Medium,Tier 3,Supermarket Type3,11748.401932031313,2023-04-08,4,Spring,131951.2003922922
FDB14,20.25,Regular,0.102723919,Canned,93.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.452,2023-12-15,12,Winter,19055.464579773285
FDB14,20.25,Regular,0.102723919,Canned,93.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.452,2023-04-24,4,Spring,19055.464579773285
FDB14,20.25,Regular,0.102723919,Canned,93.212,OUT046,1997,Small,Tier 1,Supermarket Type1,2286.909816390973,2023-05-14,5,Spring,22262.680772439893
FDB14,20.25,Regular,0.102723919,Canned,93.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.452,2023-06-30,6,Summer,19055.464579773285
DRB48,,Regular,0.024733134,Soft Drinks,40.2822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1296.3126,2023-03-27,3,Spring,52411.98305075289
DRB48,,Regular,0.024733134,Soft Drinks,40.2822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1296.3126,2023-03-09,3,Spring,52411.98305075289
DRB48,,Regular,0.024733134,Soft Drinks,40.2822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1654.4221906938258,2023-07-03,7,Summer,66890.92416245454
DRB48,,Regular,0.024733134,Soft Drinks,40.2822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1597.7865509218277,2023-08-08,8,Summer,64601.05504307815
NCC42,15.0,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,1987,High,Tier 3,Supermarket Type1,2528.7084,2023-06-02,6,Summer,56355.029758285265
NCC42,15.0,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,1987,High,Tier 3,Supermarket Type1,2528.7084,2023-08-29,8,Summer,56355.029758285265
FDQ20,8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138,OUT013,1987,High,Tier 3,Supermarket Type1,284.2966,2023-01-31,1,Winter,9552.960458536834
FDQ20,8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138,OUT013,1987,High,Tier 3,Supermarket Type1,284.2966,2023-10-16,10,Fall,9552.960458536834
FDQ20,8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138,OUT013,1987,High,Tier 3,Supermarket Type1,284.2966,2023-01-02,1,Winter,9552.960458536834
FDQ20,8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138,OUT013,1987,High,Tier 3,Supermarket Type1,284.2966,2023-02-23,2,Winter,9552.960458536834
FDA13,15.85,Low Fat,0.078999287,Canned,38.6506,OUT017,2007,,Tier 2,Supermarket Type1,759.012,2023-04-25,4,Spring,9607.833549181272
FDA13,15.85,Low Fat,0.078999287,Canned,38.6506,OUT017,2007,,Tier 2,Supermarket Type1,759.012,2023-10-06,10,Fall,9607.833549181272
FDA13,15.85,Low Fat,0.078999287,Canned,38.6506,OUT017,2007,,Tier 2,Supermarket Type1,759.012,2023-07-06,7,Summer,9607.833549181272
FDA13,15.85,Low Fat,0.078999287,Canned,38.6506,OUT017,2007,,Tier 2,Supermarket Type1,759.012,2023-03-31,3,Spring,9607.833549181272
FDZ15,13.1,Low Fat,0.020870744,Dairy,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,2367.5460130548954,2023-01-24,1,Winter,113438.50574061449
FDZ15,13.1,Low Fat,0.020870744,Dairy,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.673,2023-11-27,11,Fall,85654.49319870915
FDZ15,13.1,Low Fat,0.020870744,Dairy,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,3031.3695712257004,2023-08-27,8,Summer,145244.9213705894
NCV42,6.26,Low Fat,0.031599715,Household,111.3228,OUT017,2007,,Tier 2,Supermarket Type1,2431.5016,2023-11-27,11,Fall,76946.94714809928
NCV42,6.26,Low Fat,0.031599715,Household,111.3228,OUT017,2007,,Tier 2,Supermarket Type1,2431.5016,2023-07-27,7,Summer,76946.94714809928
DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466.1864,2023-04-11,4,Spring,105300.55097286479
DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,2009,Medium,Tier 3,Supermarket Type2,6974.69400341587,2023-02-19,2,Winter,164444.35042541602
DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466.1864,2023-12-22,12,Winter,105300.55097286479
DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466.1864,2023-11-15,11,Fall,105300.55097286479
FDO28,5.765,Low Fat,0.072284689,Frozen Foods,119.9098,OUT035,2004,Small,Tier 2,Supermarket Type1,2048.6666,2023-08-25,8,Summer,28341.63954139721
FDO28,5.765,Low Fat,0.072284689,Frozen Foods,119.9098,OUT035,2004,Small,Tier 2,Supermarket Type1,2666.838804108981,2023-12-01,12,Winter,36893.550224847495
NCS54,13.6,Low Fat,0.009984847,Household,175.437,OUT013,1987,High,Tier 3,Supermarket Type1,2507.3725616836164,2023-10-15,10,Fall,251117.77493271718
NCS54,13.6,Low Fat,0.009984847,Household,175.437,OUT013,1987,High,Tier 3,Supermarket Type1,2249.016371234361,2023-12-17,12,Winter,225242.94776218015
NCS54,13.6,Low Fat,0.009984847,Household,175.437,OUT013,1987,High,Tier 3,Supermarket Type1,1940.807,2023-02-02,2,Winter,194375.23679631748
FDH16,10.5,Low Fat,0.052852621,Frozen Foods,88.783,OUT017,2007,,Tier 2,Supermarket Type1,2819.5774657708967,2023-01-06,1,Winter,53347.92130310617
FDH16,10.5,Low Fat,0.052852621,Frozen Foods,88.783,OUT017,2007,,Tier 2,Supermarket Type1,2748.571118971969,2023-11-10,11,Fall,52004.4430525398
FDH16,10.5,Low Fat,0.052852621,Frozen Foods,88.783,OUT017,2007,,Tier 2,Supermarket Type1,2067.309,2023-10-19,10,Fall,39114.597552314386
FDH16,10.5,Low Fat,0.052852621,Frozen Foods,88.783,OUT017,2007,,Tier 2,Supermarket Type1,3397.400994404059,2023-01-01,1,Winter,64280.653071189394
FDG24,7.975,Low Fat,0.014660821,Baking Goods,85.125,OUT045,2002,,Tier 2,Supermarket Type1,2663.2,2023-08-11,8,Summer,181654.21977391306
FDG24,7.975,Low Fat,0.014660821,Baking Goods,85.125,OUT045,2002,,Tier 2,Supermarket Type1,3099.818243805068,2023-10-21,10,Fall,211435.51536473082
FDR52,12.65,Regular,0.076354362,Frozen Foods,192.1846,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076,2023-08-07,8,Summer,15015.61364627734
FDR52,12.65,Regular,0.076354362,Frozen Foods,192.1846,OUT018,2009,Medium,Tier 3,Supermarket Type2,1443.9448185860515,2023-11-02,11,Fall,18911.09794861558
FDR52,12.65,Regular,0.076354362,Frozen Foods,192.1846,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.5639738748223,2023-01-09,1,Winter,20228.889789882895
FDR52,12.65,Regular,0.076354362,Frozen Foods,192.1846,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076,2023-07-31,7,Summer,15015.61364627734
NCH06,12.3,Low Fat,0.076709639,Household,247.846,OUT045,2002,,Tier 2,Supermarket Type1,3448.844,2023-06-06,6,Summer,44959.721424318006
NCH06,12.3,Low Fat,0.076709639,Household,247.846,OUT045,2002,,Tier 2,Supermarket Type1,3448.844,2023-11-01,11,Fall,44959.721424318006
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,2002,,Tier 2,Supermarket Type1,1665.8316,2023-09-21,9,Fall,293389.92256963695
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,2002,,Tier 2,Supermarket Type1,1665.8316,2023-10-13,10,Fall,293389.92256963695
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,2002,,Tier 2,Supermarket Type1,1665.8316,2023-10-03,10,Fall,293389.92256963695
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,2002,,Tier 2,Supermarket Type1,2022.367794931059,2023-12-21,12,Winter,356183.8608189152
FDU56,,Low Fat,0.0,Fruits and Vegetables,184.7266,OUT027,1985,Medium,Tier 3,Supermarket Type3,9610.886695050112,2023-07-15,7,Summer,inf
FDU56,,Low Fat,0.0,Fruits and Vegetables,184.7266,OUT027,1985,Medium,Tier 3,Supermarket Type3,10296.795864994723,2023-01-28,1,Winter,inf
FDT09,15.15,Regular,0.012282366,Snack Foods,132.5284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713.7692,2023-04-21,4,Spring,139530.86888959343
FDT09,15.15,Regular,0.012282366,Snack Foods,132.5284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713.7692,2023-05-19,5,Spring,139530.86888959343
FDU25,12.35,Low Fat,0.026681262,Canned,56.4246,OUT046,1997,Small,Tier 1,Supermarket Type1,810.9444,2023-07-25,7,Summer,30393.77972451228
FDU25,12.35,Low Fat,0.026681262,Canned,56.4246,OUT046,1997,Small,Tier 1,Supermarket Type1,810.9444,2023-09-21,9,Fall,30393.77972451228
FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,1997,Small,Tier 1,Supermarket Type1,1829.812582190362,2023-01-07,1,Winter,14346.77651749411
FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,1997,Small,Tier 1,Supermarket Type1,1448.855765538979,2023-01-16,1,Winter,11359.85732997222
FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136,2023-04-27,4,Spring,9354.692576598582
FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136,2023-05-25,5,Spring,9354.692576598582
NCT54,8.695,Low Fat,0.119513002,Household,93.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1094.585536397975,2023-02-26,2,Winter,9158.715102796723
NCT54,8.695,Low Fat,0.119513002,Household,93.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,856.8846,2023-07-28,7,Summer,7169.8023282855875
NCT54,8.695,Low Fat,0.119513002,Household,93.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,993.478222368748,2023-04-09,4,Spring,8312.720839936295
FDV51,16.35,Low Fat,0.054463442,Meat,163.8842,OUT010,1998,,Tier 3,Grocery Store,165.7842,2023-01-25,1,Winter,3043.9537772878916
FDV51,16.35,Low Fat,0.054463442,Meat,163.8842,OUT010,1998,,Tier 3,Grocery Store,165.7842,2023-01-27,1,Winter,3043.9537772878916
FDV51,16.35,Low Fat,0.054463442,Meat,163.8842,OUT010,1998,,Tier 3,Grocery Store,165.7842,2023-12-26,12,Winter,3043.9537772878916
FDV51,16.35,Low Fat,0.054463442,Meat,163.8842,OUT010,1998,,Tier 3,Grocery Store,165.7842,2023-04-28,4,Spring,3043.9537772878916
FDM24,6.135,Regular,0.0,Baking Goods,151.3366,OUT045,2002,,Tier 2,Supermarket Type1,1183.834218635266,2023-08-12,8,Summer,inf
FDM24,6.135,Regular,0.0,Baking Goods,151.3366,OUT045,2002,,Tier 2,Supermarket Type1,1057.9562,2023-10-26,10,Fall,inf
FDM24,6.135,Regular,0.0,Baking Goods,151.3366,OUT045,2002,,Tier 2,Supermarket Type1,1549.449138041831,2023-12-10,12,Winter,inf
NCO30,19.5,Low Fat,0.015756784,Household,185.0608,OUT045,2002,,Tier 2,Supermarket Type1,2810.628270814151,2023-11-26,11,Fall,178375.75680507845
NCO30,19.5,Low Fat,0.015756784,Household,185.0608,OUT045,2002,,Tier 2,Supermarket Type1,2205.1296,2023-03-24,3,Spring,139947.94876924125
NCO30,19.5,Low Fat,0.015756784,Household,185.0608,OUT045,2002,,Tier 2,Supermarket Type1,2205.1296,2023-05-17,5,Spring,139947.94876924125
NCO30,19.5,Low Fat,0.015756784,Household,185.0608,OUT045,2002,,Tier 2,Supermarket Type1,2205.1296,2023-11-09,11,Fall,139947.94876924125
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,1987,High,Tier 3,Supermarket Type1,3376.447561915448,2023-12-31,12,Winter,309539.58349117194
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,2023-10-10,10,Fall,269543.60973039246
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,2023-10-24,10,Fall,269543.60973039246
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,2023-03-07,3,Spring,269543.60973039246
DRK59,8.895,LF,0.07543556,Hard Drinks,235.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,3046.7008,2023-09-26,9,Fall,40388.124645724114
DRK59,8.895,LF,0.07543556,Hard Drinks,235.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,3046.7008,2023-09-28,9,Fall,40388.124645724114
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,4128.044269763819,2023-03-18,3,Spring,inf
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3327.6684,2023-03-03,3,Spring,inf
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3327.6684,2023-09-21,9,Fall,inf
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,4251.860518177078,2023-12-28,12,Winter,inf
FDC02,21.35,Low Fat,0.115194717,Canned,258.3278,OUT010,1998,,Tier 3,Grocery Store,520.6556,2023-02-22,2,Winter,4519.787135724288
FDC02,21.35,Low Fat,0.115194717,Canned,258.3278,OUT010,1998,,Tier 3,Grocery Store,664.8448284437054,2023-10-21,10,Fall,5771.48714592272
FDC02,21.35,Low Fat,0.115194717,Canned,258.3278,OUT010,1998,,Tier 3,Grocery Store,520.6556,2023-04-06,4,Spring,4519.787135724288
FDR21,19.7,Low Fat,0.066922802,Snack Foods,174.837,OUT035,2004,Small,Tier 2,Supermarket Type1,2999.429,2023-08-10,8,Summer,44819.23814247945
FDR21,19.7,Low Fat,0.066922802,Snack Foods,174.837,OUT035,2004,Small,Tier 2,Supermarket Type1,3500.429120121921,2023-07-29,7,Summer,52305.477587772264
FDN48,,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.2492,2023-04-05,4,Spring,32694.513320963488
FDN48,,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.2492,2023-03-24,3,Spring,32694.513320963488
FDN48,,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2771.580106871261,2023-11-14,11,Fall,42879.68627846627
FDN48,,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.2492,2023-02-16,2,Winter,32694.513320963488
FDT44,16.6,Low Fat,0.103195401,Fruits and Vegetables,117.8466,OUT045,2002,,Tier 2,Supermarket Type1,1085.9262648996803,2023-04-16,4,Spring,10523.010273487675
FDT44,16.6,Low Fat,0.103195401,Fruits and Vegetables,117.8466,OUT045,2002,,Tier 2,Supermarket Type1,942.7728,2023-02-08,2,Winter,9135.802476313842
FDX14,,Low Fat,0.13121032,Dairy,74.0354,OUT019,1985,Small,Tier 1,Grocery Store,75.2354,2023-11-28,11,Fall,573.3954463337946
FDX14,,Low Fat,0.13121032,Dairy,74.0354,OUT019,1985,Small,Tier 1,Grocery Store,107.69235293603406,2023-07-24,7,Summer,820.761300910127
FDX14,,Low Fat,0.13121032,Dairy,74.0354,OUT019,1985,Small,Tier 1,Grocery Store,101.90436373448676,2023-02-08,2,Winter,776.6489993659551
FDH57,10.895,Low Fat,0.035747522,Fruits and Vegetables,133.6284,OUT046,1997,Small,Tier 1,Supermarket Type1,1581.9408,2023-12-22,12,Winter,44253.15970153121
FDH57,10.895,Low Fat,0.035747522,Fruits and Vegetables,133.6284,OUT046,1997,Small,Tier 1,Supermarket Type1,1581.9408,2023-04-13,4,Spring,44253.15970153121
FDH28,,reg,0.192650072,Frozen Foods,37.4506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506,2023-09-05,9,Fall,196.99239977444702
FDH28,,reg,0.192650072,Frozen Foods,37.4506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506,2023-06-28,6,Summer,196.99239977444702
NCT41,,Low Fat,0.098031771,Health and Hygiene,151.3024,OUT019,1985,Small,Tier 1,Grocery Store,171.97296504218752,2023-03-11,3,Spring,1754.2574543735166
NCT41,,Low Fat,0.098031771,Health and Hygiene,151.3024,OUT019,1985,Small,Tier 1,Grocery Store,151.8024,2023-10-05,10,Fall,1548.5020667432398
FDO11,,Regular,0.030118338,Breads,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,4521.588143657204,2023-02-19,2,Winter,150127.41219841558
FDO11,,Regular,0.030118338,Breads,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,3486.1288,2023-01-13,1,Winter,115747.71489715003
NCP42,8.51,Low Fat,0.016201845,Household,195.2478,OUT017,2007,,Tier 2,Supermarket Type1,4262.4516,2023-07-03,7,Summer,263084.33391382283
NCP42,8.51,Low Fat,0.016201845,Household,195.2478,OUT017,2007,,Tier 2,Supermarket Type1,5512.318746970567,2023-03-19,3,Spring,340227.8411483734
FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,1998,,Tier 3,Grocery Store,810.0422288958262,2023-01-07,1,Winter,13876.982830027577
FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,1998,,Tier 3,Grocery Store,840.8864774107911,2023-05-21,5,Spring,14405.381340350572
FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,1998,,Tier 3,Grocery Store,822.2145184722514,2023-08-12,8,Summer,14085.508567857843
FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,1998,,Tier 3,Grocery Store,731.0484,2023-10-30,10,Fall,12523.724977335443
FDP32,6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678,OUT035,2004,Small,Tier 2,Supermarket Type1,1398.8458,2023-07-12,7,Summer,15958.920609912908
FDP32,6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678,OUT035,2004,Small,Tier 2,Supermarket Type1,1398.8458,2023-01-13,1,Winter,15958.920609912908
FDV57,15.25,Regular,0.065999008,Snack Foods,177.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.958,2023-02-08,2,Winter,35408.98675325544
FDV57,15.25,Regular,0.065999008,Snack Foods,177.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,2869.64121439007,2023-02-11,2,Winter,43480.06585780911
FDW28,18.25,low fat,0.088750333,Frozen Foods,196.5452,OUT013,1987,High,Tier 3,Supermarket Type1,2348.9424,2023-05-16,5,Spring,26466.85731308749
FDW28,18.25,low fat,0.088750333,Frozen Foods,196.5452,OUT013,1987,High,Tier 3,Supermarket Type1,2348.9424,2023-03-03,3,Spring,26466.85731308749
FDW28,18.25,low fat,0.088750333,Frozen Foods,196.5452,OUT013,1987,High,Tier 3,Supermarket Type1,2348.9424,2023-02-08,2,Winter,26466.85731308749
FDR56,,Regular,0.100277876,Fruits and Vegetables,196.8768,OUT027,1985,Medium,Tier 3,Supermarket Type3,8236.739875976544,2023-03-19,3,Spring,82139.15376484982
FDR56,,Regular,0.100277876,Fruits and Vegetables,196.8768,OUT027,1985,Medium,Tier 3,Supermarket Type3,7094.7648,2023-01-11,1,Winter,70751.04781836424
FDR56,,Regular,0.100277876,Fruits and Vegetables,196.8768,OUT027,1985,Medium,Tier 3,Supermarket Type3,9072.19299246673,2023-08-05,8,Summer,90470.53402354402
FDR56,,Regular,0.100277876,Fruits and Vegetables,196.8768,OUT027,1985,Medium,Tier 3,Supermarket Type3,7094.7648,2023-02-28,2,Winter,70751.04781836424
FDA40,16.0,Regular,0.099252438,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272,2023-09-13,9,Fall,10625.705738331586
FDA40,16.0,Regular,0.099252438,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1423.6106696838483,2023-12-25,12,Winter,14343.331996377241
FDA40,16.0,Regular,0.099252438,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1458.274056574228,2023-12-06,12,Winter,14692.57668586668
FDA40,16.0,Regular,0.099252438,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272,2023-10-02,10,Fall,10625.705738331586
NCG42,19.2,Low Fat,0.0,Household,127.831,OUT045,2002,,Tier 2,Supermarket Type1,1522.8884659286302,2023-04-22,4,Spring,inf
NCG42,19.2,Low Fat,0.0,Household,127.831,OUT045,2002,,Tier 2,Supermarket Type1,1298.31,2023-05-25,5,Spring,inf
NCG42,19.2,Low Fat,0.0,Household,127.831,OUT045,2002,,Tier 2,Supermarket Type1,1298.31,2023-05-05,5,Spring,inf
NCG42,19.2,Low Fat,0.0,Household,127.831,OUT045,2002,,Tier 2,Supermarket Type1,1298.31,2023-06-06,6,Summer,inf
NCK54,12.15,Low Fat,0.0,Household,117.815,OUT017,2007,,Tier 2,Supermarket Type1,2904.7416082207324,2023-03-25,3,Spring,inf
NCK54,12.15,Low Fat,0.0,Household,117.815,OUT017,2007,,Tier 2,Supermarket Type1,2330.3,2023-06-13,6,Summer,inf
NCK54,12.15,Low Fat,0.0,Household,117.815,OUT017,2007,,Tier 2,Supermarket Type1,2762.131808258518,2023-10-07,10,Fall,inf
NCK54,12.15,Low Fat,0.0,Household,117.815,OUT017,2007,,Tier 2,Supermarket Type1,2330.3,2023-11-07,11,Fall,inf
FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,1999,Medium,Tier 1,Supermarket Type1,6016.682907867311,2023-11-20,11,Fall,228037.0552973829
FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,1999,Medium,Tier 1,Supermarket Type1,5516.40794512742,2023-12-22,12,Winter,209076.23733686816
FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,1999,Medium,Tier 1,Supermarket Type1,5875.912729639953,2023-11-27,11,Fall,222701.75386830478
FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,1999,Medium,Tier 1,Supermarket Type1,4584.6988,2023-04-25,4,Spring,173763.72160320962
FDB15,10.895,Low Fat,0.228993134,Dairy,263.4568,OUT010,1998,,Tier 3,Grocery Store,861.1673832758349,2023-06-11,6,Summer,3760.669013228296
FDB15,10.895,Low Fat,0.228993134,Dairy,263.4568,OUT010,1998,,Tier 3,Grocery Store,527.3136,2023-05-31,5,Spring,2302.748518215398
FDC40,16.0,Regular,0.065431917,Dairy,76.1986,OUT017,2007,,Tier 2,Supermarket Type1,2961.7493305149324,2023-02-26,2,Winter,45264.596641955824
FDC40,16.0,Regular,0.065431917,Dairy,76.1986,OUT017,2007,,Tier 2,Supermarket Type1,2073.580523548856,2023-09-10,9,Fall,31690.658299814993
FDC40,16.0,Regular,0.065431917,Dairy,76.1986,OUT017,2007,,Tier 2,Supermarket Type1,2077.450186450061,2023-05-14,5,Spring,31749.798595233897
FDC40,16.0,Regular,0.065431917,Dairy,76.1986,OUT017,2007,,Tier 2,Supermarket Type1,1869.5664,2023-03-17,3,Spring,28572.697938836176
FDE53,,LF,0.026749991,Frozen Foods,106.928,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.6090198096576,2023-03-25,3,Spring,125779.81875992622
FDE53,,LF,0.026749991,Frozen Foods,106.928,OUT027,1985,Medium,Tier 3,Supermarket Type3,2876.256,2023-06-19,6,Summer,107523.62496121961
FDK24,9.195,Low Fat,0.0,Baking Goods,43.6744,OUT018,2009,Medium,Tier 3,Supermarket Type2,464.675016172608,2023-06-10,6,Summer,inf
FDK24,9.195,Low Fat,0.0,Baking Goods,43.6744,OUT018,2009,Medium,Tier 3,Supermarket Type2,407.4696,2023-08-09,8,Summer,inf
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2189.8162,2023-12-06,12,Winter,50533.54518281202
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2189.8162,2023-11-10,11,Fall,50533.54518281202
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2517.5537539050333,2023-07-02,7,Summer,58096.61850757977
NCX29,10.0,LF,0.089656812,Health and Hygiene,144.0102,OUT017,2007,,Tier 2,Supermarket Type1,1603.9122,2023-07-25,7,Summer,17889.462766086308
NCX29,10.0,LF,0.089656812,Health and Hygiene,144.0102,OUT017,2007,,Tier 2,Supermarket Type1,1603.9122,2023-06-22,6,Summer,17889.462766086308
NCX29,10.0,LF,0.089656812,Health and Hygiene,144.0102,OUT017,2007,,Tier 2,Supermarket Type1,1603.9122,2023-05-03,5,Spring,17889.462766086308
NCX29,10.0,LF,0.089656812,Health and Hygiene,144.0102,OUT017,2007,,Tier 2,Supermarket Type1,1603.9122,2023-01-30,1,Winter,17889.462766086308
NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Small,Tier 2,Supermarket Type1,2013.3792,2023-05-05,5,Spring,50392.07688407658
NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Small,Tier 2,Supermarket Type1,2282.402857183078,2023-04-22,4,Spring,57125.36429282955
NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Small,Tier 2,Supermarket Type1,2249.8420667068467,2023-08-05,8,Summer,56310.41306204075
NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Small,Tier 2,Supermarket Type1,2013.3792,2023-04-14,4,Spring,50392.07688407658
DRN36,,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Small,Tier 1,Grocery Store,106.5921490016984,2023-12-03,12,Winter,1213.2746001626933
DRN36,,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Small,Tier 1,Grocery Store,112.41706188501756,2023-11-11,11,Fall,1279.5760953073213
DRN36,,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Small,Tier 1,Grocery Store,125.43491643153756,2023-06-12,6,Summer,1427.750537964008
DRN36,,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Small,Tier 1,Grocery Store,110.58547749092804,2023-04-22,4,Spring,1258.7282669802296
FDQ37,20.75,Low Fat,0.149404057,Breakfast,192.8478,OUT010,1998,,Tier 3,Grocery Store,938.0621965185766,2023-08-06,8,Summer,6278.692930798904
FDQ37,20.75,Low Fat,0.149404057,Breakfast,192.8478,OUT010,1998,,Tier 3,Grocery Store,774.9912,2023-06-05,6,Summer,5187.216569359961
FDQ37,20.75,Low Fat,0.149404057,Breakfast,192.8478,OUT010,1998,,Tier 3,Grocery Store,774.9912,2023-10-04,10,Fall,5187.216569359961
